recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
3,4) $350 - $500,420.11,1,0,Urban,0,Web,0,0,0.0,0
5,2) $100 - $200,162.91,1,0,Surburban,0,Phone,0,0,0.0,1
9,3) $200 - $350,288.69,1,1,Rural,1,Phone,0,0,0.0,1
10,2) $100 - $200,133.24,1,0,Surburban,0,Phone,0,0,0.0,0
11,2) $100 - $200,130.44,0,1,Surburban,0,Phone,0,0,0.0,0
11,1) $0 - $100,80.7,1,0,Rural,1,Phone,0,0,0.0,1
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
6,5) $500 - $750,637.97,1,0,Surburban,1,Phone,0,0,0.0,0
10,1) $0 - $100,79.58,1,0,Rural,1,Web,0,0,0.0,0
2,1) $0 - $100,84.37,0,1,Urban,0,Phone,0,0,0.0,1
6,4) $350 - $500,356.75,1,0,Urban,0,Web,0,0,0.0,0
1,3) $200 - $350,323.9,0,1,Surburban,0,Multichannel,0,0,0.0,1
9,1) $0 - $100,90.16,0,1,Urban,1,Web,0,0,0.0,0
9,3) $200 - $350,329.96,0,1,Surburban,1,Phone,0,0,0.0,0
2,3) $200 - $350,307.98,1,0,Urban,0,Multichannel,0,0,0.0,1
1,4) $350 - $500,424.12,1,0,Urban,0,Phone,0,0,0.0,1
5,"6) $750 - $1,000",766.46,1,1,Rural,1,Multichannel,1,0,0.0,0
5,2) $100 - $200,106.07,1,0,Urban,1,Web,0,0,0.0,1
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
1,3) $200 - $350,331.95,1,1,Urban,0,Multichannel,0,0,0.0,1
9,1) $0 - $100,97.66,1,0,Surburban,1,Web,0,0,0.0,0
2,1) $0 - $100,99.6,0,1,Surburban,1,Web,0,0,0.0,0
11,3) $200 - $350,277.08,1,1,Rural,0,Multichannel,0,0,0.0,1
7,5) $500 - $750,522.64,0,1,Surburban,1,Multichannel,0,0,0.0,1
4,3) $200 - $350,201.62,1,0,Rural,1,Multichannel,0,0,0.0,0
5,4) $350 - $500,368.96,1,0,Rural,0,Multichannel,0,0,0.0,1
2,3) $200 - $350,227.33,1,0,Urban,1,Web,0,0,0.0,0
1,4) $350 - $500,486.88,0,1,Surburban,0,Phone,0,0,0.0,0
5,2) $100 - $200,155.21,0,1,Surburban,0,Phone,0,0,0.0,0
5,1) $0 - $100,61.04,0,1,Urban,0,Web,1,0,0.0,0
3,3) $200 - $350,202.34,1,1,Urban,1,Phone,0,0,0.0,0
9,1) $0 - $100,79.4,1,0,Rural,1,Web,0,0,0.0,0
4,1) $0 - $100,33.58,0,1,Urban,0,Phone,0,0,0.0,1
12,3) $200 - $350,333.08,1,0,Surburban,0,Multichannel,0,0,0.0,1
2,5) $500 - $750,512.81,1,1,Urban,1,Web,1,0,0.0,1
9,4) $350 - $500,457.22,1,0,Urban,1,Phone,0,0,0.0,0
1,1) $0 - $100,40.72,1,0,Surburban,1,Web,0,0,0.0,1
1,3) $200 - $350,287.18,1,0,Rural,1,Web,0,0,0.0,1
7,1) $0 - $100,86.16,0,1,Urban,1,Web,0,0,0.0,1
12,3) $200 - $350,238.96,1,0,Rural,1,Web,0,0,0.0,1
7,2) $100 - $200,181.3,1,0,Surburban,1,Phone,0,0,0.0,0
5,5) $500 - $750,503.54,1,0,Surburban,1,Multichannel,0,0,0.0,1
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
7,2) $100 - $200,174.09,1,0,Urban,1,Phone,0,0,0.0,1
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
10,3) $200 - $350,297.78,0,1,Surburban,0,Phone,0,0,0.0,0
12,3) $200 - $350,276.1,0,1,Urban,0,Multichannel,0,0,0.0,0
9,3) $200 - $350,206.22,1,1,Surburban,1,Phone,0,0,0.0,0
9,1) $0 - $100,75.93,0,1,Urban,0,Phone,0,0,0.0,0
5,1) $0 - $100,76.95,0,1,Urban,0,Phone,0,0,0.0,0
10,2) $100 - $200,130.26,1,0,Surburban,0,Phone,0,0,0.0,0
10,3) $200 - $350,216.43,0,1,Surburban,0,Phone,1,0,0.0,0
2,3) $200 - $350,210.42,1,0,Rural,0,Phone,0,0,0.0,1
10,3) $200 - $350,226.97,0,1,Urban,0,Web,0,0,0.0,0
10,1) $0 - $100,68.76,1,0,Urban,0,Phone,0,0,0.0,1
8,4) $350 - $500,471.8,1,0,Surburban,1,Multichannel,0,0,0.0,1
1,2) $100 - $200,144.88,1,0,Urban,1,Phone,0,0,0.0,1
4,2) $100 - $200,157.49,1,0,Urban,0,Web,0,0,0.0,1
7,2) $100 - $200,170.52,0,1,Surburban,1,Web,0,0,0.0,1
8,2) $100 - $200,153.34,0,1,Surburban,1,Phone,0,0,0.0,0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,1
9,3) $200 - $350,315.49,1,1,Surburban,1,Phone,0,0,0.0,0
3,2) $100 - $200,131.94,0,1,Surburban,1,Phone,0,0,0.0,1
2,1) $0 - $100,72.91,1,0,Urban,1,Web,0,0,0.0,0
10,1) $0 - $100,75.12,1,0,Urban,1,Web,0,0,0.0,1
8,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
10,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,0
4,3) $200 - $350,238.71,0,1,Rural,0,Web,1,0,0.0,0
4,4) $350 - $500,438.93,1,0,Urban,0,Web,0,0,0.0,0
4,2) $100 - $200,136.21,0,1,Surburban,1,Phone,0,0,0.0,0
2,3) $200 - $350,294.18,1,1,Urban,0,Multichannel,0,0,0.0,0
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
4,1) $0 - $100,44.11,1,0,Surburban,1,Phone,0,0,0.0,0
9,3) $200 - $350,236.59,1,0,Urban,1,Phone,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
10,1) $0 - $100,29.99,1,0,Rural,0,Web,0,0,0.0,1
4,2) $100 - $200,143.58,0,1,Surburban,0,Phone,0,0,0.0,0
11,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,1
6,5) $500 - $750,731.05,1,1,Rural,1,Phone,0,0,0.0,1
2,1) $0 - $100,40.95,0,1,Urban,0,Web,0,0,0.0,0
10,1) $0 - $100,68.17,0,1,Rural,1,Phone,0,0,0.0,0
10,3) $200 - $350,292.34,1,0,Urban,0,Web,0,0,0.0,0
3,2) $100 - $200,119.89,0,1,Surburban,0,Phone,0,0,0.0,1
9,2) $100 - $200,133.62,1,0,Urban,1,Web,0,0,0.0,0
2,2) $100 - $200,174.45,0,1,Surburban,0,Phone,0,0,0.0,0
6,2) $100 - $200,121.08,0,1,Urban,1,Phone,0,0,0.0,1
6,4) $350 - $500,426.78,1,1,Surburban,1,Web,1,0,0.0,1
4,3) $200 - $350,343.05,0,1,Urban,0,Web,0,0,0.0,1
6,2) $100 - $200,154.85,1,0,Urban,1,Web,0,0,0.0,0
7,1) $0 - $100,41.11,1,0,Rural,0,Web,0,0,0.0,0
4,2) $100 - $200,149.47,0,1,Urban,0,Web,0,0,0.0,0
10,1) $0 - $100,49.82,1,0,Urban,1,Web,0,0,0.0,1
9,1) $0 - $100,59.33,0,1,Urban,1,Phone,0,0,0.0,0
9,1) $0 - $100,62.88,1,0,Urban,1,Web,0,0,0.0,0
2,"7) $1,000 +",1341.79,1,0,Urban,1,Web,0,0,0.0,0
12,3) $200 - $350,205.84,0,1,Surburban,0,Multichannel,0,0,0.0,1
5,2) $100 - $200,144.03,0,1,Rural,0,Web,0,0,0.0,1
6,3) $200 - $350,247.02,0,1,Rural,0,Phone,0,0,0.0,0
3,1) $0 - $100,96.67,0,1,Surburban,0,Web,0,0,0.0,1
9,5) $500 - $750,702.49,1,1,Rural,1,Web,0,0,0.0,0
8,3) $200 - $350,238.57,0,1,Surburban,0,Web,0,0,0.0,1
4,3) $200 - $350,268.9,1,0,Rural,0,Web,0,0,0.0,0
2,5) $500 - $750,729.77,0,1,Urban,1,Web,0,0,0.0,1
1,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
4,1) $0 - $100,52.07,0,1,Rural,1,Phone,0,0,0.0,1
2,3) $200 - $350,346.89,0,1,Urban,0,Web,0,0,0.0,0
9,5) $500 - $750,512.89,0,1,Urban,1,Multichannel,0,0,0.0,1
1,"7) $1,000 +",1176.65,0,1,Surburban,1,Phone,1,0,0.0,1
10,2) $100 - $200,154.59,1,0,Surburban,1,Web,0,0,0.0,0
1,4) $350 - $500,456.29,0,1,Surburban,0,Multichannel,0,0,0.0,0
10,1) $0 - $100,66.92,1,0,Surburban,0,Phone,0,0,0.0,0
5,1) $0 - $100,40.7,1,0,Surburban,1,Web,0,0,0.0,1
6,4) $350 - $500,380.57,0,1,Surburban,1,Phone,1,0,0.0,1
2,1) $0 - $100,46.32,0,1,Surburban,0,Phone,0,0,0.0,1
1,4) $350 - $500,352.35,1,1,Surburban,1,Multichannel,0,0,0.0,0
5,2) $100 - $200,169.66,1,0,Urban,0,Web,0,0,0.0,0
3,3) $200 - $350,207.24,1,0,Surburban,1,Phone,0,0,0.0,0
5,5) $500 - $750,510.85,1,1,Urban,1,Web,0,0,0.0,1
9,1) $0 - $100,65.47,0,1,Urban,1,Phone,0,0,0.0,0
1,1) $0 - $100,62.68,0,1,Surburban,0,Web,0,0,0.0,0
5,3) $200 - $350,312.61,1,0,Surburban,0,Multichannel,0,0,0.0,1
10,1) $0 - $100,37.84,1,0,Rural,0,Web,0,0,0.0,1
2,2) $100 - $200,164.99,0,1,Surburban,1,Phone,0,0,0.0,0
9,1) $0 - $100,49.9,0,1,Surburban,0,Web,0,0,0.0,0
12,3) $200 - $350,285.72,0,1,Rural,1,Web,0,0,0.0,1
6,2) $100 - $200,121.62,1,0,Urban,0,Web,1,0,0.0,0
2,5) $500 - $750,542.94,1,0,Urban,1,Phone,0,0,0.0,1
3,1) $0 - $100,55.74,1,0,Urban,0,Phone,0,0,0.0,0
4,3) $200 - $350,345.5,0,1,Surburban,0,Multichannel,0,0,0.0,1
3,2) $100 - $200,176.85,1,0,Surburban,0,Phone,0,0,0.0,0
1,1) $0 - $100,78.55,0,1,Surburban,0,Web,1,1,105.04,1
8,2) $100 - $200,132.83,0,1,Surburban,1,Phone,0,0,0.0,1
1,3) $200 - $350,254.97,1,0,Urban,0,Web,1,0,0.0,1
10,1) $0 - $100,59.77,1,0,Surburban,0,Web,0,0,0.0,0
1,1) $0 - $100,66.13,0,1,Urban,1,Phone,0,0,0.0,1
9,3) $200 - $350,315.47,1,0,Urban,0,Phone,0,0,0.0,0
3,1) $0 - $100,98.42,1,0,Rural,0,Web,0,0,0.0,1
5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,1,0,0.0,1
10,1) $0 - $100,90.97,0,1,Urban,1,Web,0,0,0.0,0
10,4) $350 - $500,475.95,0,1,Surburban,1,Multichannel,0,0,0.0,1
1,3) $200 - $350,313.98,0,1,Surburban,0,Web,0,0,0.0,0
1,4) $350 - $500,372.58,1,0,Surburban,1,Web,0,0,0.0,1
12,3) $200 - $350,269.35,0,1,Surburban,0,Web,1,0,0.0,1
2,4) $350 - $500,352.64,1,0,Surburban,0,Multichannel,0,0,0.0,1
10,4) $350 - $500,387.34,0,1,Surburban,1,Multichannel,0,0,0.0,0
12,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
2,1) $0 - $100,39.23,0,1,Urban,0,Phone,0,0,0.0,0
3,2) $100 - $200,100.4,0,1,Urban,1,Web,0,0,0.0,1
11,2) $100 - $200,131.66,0,1,Surburban,0,Web,1,0,0.0,1
4,4) $350 - $500,367.45,0,1,Surburban,0,Web,1,0,0.0,1
10,2) $100 - $200,131.98,0,1,Surburban,0,Phone,0,0,0.0,0
7,2) $100 - $200,110.19,1,0,Surburban,0,Web,1,0,0.0,0
6,2) $100 - $200,174.32,1,0,Urban,0,Web,1,0,0.0,1
5,3) $200 - $350,206.01,1,0,Surburban,1,Web,0,0,0.0,1
2,4) $350 - $500,461.47,0,1,Surburban,0,Multichannel,0,0,0.0,1
2,3) $200 - $350,230.45,0,1,Rural,0,Web,0,0,0.0,0
2,5) $500 - $750,613.42,1,1,Urban,1,Web,0,0,0.0,0
10,1) $0 - $100,94.75,0,1,Urban,0,Phone,0,0,0.0,0
10,2) $100 - $200,188.52,1,0,Urban,0,Web,0,0,0.0,0
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
3,3) $200 - $350,309.48,1,1,Surburban,0,Phone,0,0,0.0,0
5,2) $100 - $200,122.77,1,0,Surburban,1,Phone,0,0,0.0,0
2,2) $100 - $200,186.78,1,0,Urban,0,Phone,0,0,0.0,1
1,1) $0 - $100,64.97,1,0,Surburban,0,Web,0,0,0.0,1
5,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
4,3) $200 - $350,336.48,1,0,Urban,0,Multichannel,0,0,0.0,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
5,1) $0 - $100,29.99,0,1,Urban,1,Phone,0,0,0.0,0
9,3) $200 - $350,299.73,1,0,Rural,0,Web,0,0,0.0,1
1,3) $200 - $350,264.74,1,0,Rural,1,Phone,0,0,0.0,1
10,3) $200 - $350,327.18,0,1,Urban,0,Phone,0,0,0.0,1
1,"7) $1,000 +",1250.43,1,1,Surburban,1,Web,1,0,0.0,1
10,3) $200 - $350,209.46,1,0,Surburban,1,Web,0,0,0.0,0
1,2) $100 - $200,155.17,0,1,Rural,1,Phone,0,0,0.0,0
12,1) $0 - $100,37.21,0,1,Rural,0,Phone,0,0,0.0,1
10,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,1
3,3) $200 - $350,323.0,0,1,Urban,0,Web,0,0,0.0,1
3,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,0
6,"6) $750 - $1,000",869.8,1,1,Surburban,1,Web,0,0,0.0,0
2,2) $100 - $200,114.43,0,1,Surburban,1,Phone,0,0,0.0,1
1,5) $500 - $750,522.42,1,0,Rural,1,Multichannel,0,0,0.0,0
7,3) $200 - $350,268.01,1,0,Urban,0,Web,0,0,0.0,0
8,1) $0 - $100,78.11,1,0,Surburban,0,Web,0,0,0.0,0
5,3) $200 - $350,213.11,1,0,Surburban,1,Multichannel,0,0,0.0,1
1,1) $0 - $100,75.82,0,1,Urban,1,Phone,0,0,0.0,0
3,1) $0 - $100,78.43,1,0,Surburban,1,Web,0,0,0.0,1
9,2) $100 - $200,109.6,1,0,Surburban,0,Web,0,0,0.0,0
9,5) $500 - $750,504.3,0,1,Surburban,1,Phone,0,0,0.0,0
10,2) $100 - $200,131.83,0,1,Rural,0,Phone,0,0,0.0,1
1,"7) $1,000 +",1030.85,1,0,Rural,1,Phone,0,0,0.0,0
9,3) $200 - $350,301.26,1,1,Surburban,0,Phone,1,0,0.0,0
9,5) $500 - $750,584.95,0,1,Surburban,1,Multichannel,0,0,0.0,0
8,2) $100 - $200,133.92,1,0,Surburban,0,Phone,0,0,0.0,1
11,3) $200 - $350,329.31,1,0,Rural,1,Multichannel,0,0,0.0,1
9,5) $500 - $750,748.33,1,0,Urban,1,Web,0,0,0.0,0
11,1) $0 - $100,74.11,1,0,Urban,1,Web,0,0,0.0,1
8,"6) $750 - $1,000",843.91,1,1,Urban,1,Phone,0,0,0.0,1
1,4) $350 - $500,425.94,1,0,Surburban,0,Multichannel,0,0,0.0,1
4,3) $200 - $350,345.61,1,0,Surburban,0,Phone,0,0,0.0,0
6,2) $100 - $200,132.38,0,1,Urban,0,Web,0,0,0.0,0
2,2) $100 - $200,113.53,1,0,Surburban,1,Phone,0,0,0.0,0
6,2) $100 - $200,127.58,0,1,Surburban,1,Web,1,0,0.0,1
1,1) $0 - $100,36.73,0,1,Surburban,1,Phone,0,0,0.0,0
3,3) $200 - $350,219.53,1,1,Surburban,0,Web,1,0,0.0,0
4,1) $0 - $100,40.91,1,0,Surburban,1,Phone,0,0,0.0,1
5,4) $350 - $500,457.74,0,1,Surburban,0,Multichannel,0,0,0.0,0
2,2) $100 - $200,104.79,0,1,Rural,1,Web,0,0,0.0,1
1,2) $100 - $200,173.28,0,1,Surburban,0,Phone,1,1,52.67,1
9,5) $500 - $750,710.73,1,1,Surburban,1,Multichannel,0,0,0.0,1
10,2) $100 - $200,126.47,1,0,Surburban,1,Phone,0,0,0.0,0
3,2) $100 - $200,131.3,0,1,Surburban,0,Phone,0,0,0.0,0
3,2) $100 - $200,112.96,0,1,Surburban,0,Web,1,0,0.0,1
6,2) $100 - $200,128.82,1,0,Surburban,1,Web,0,0,0.0,1
9,4) $350 - $500,389.05,0,1,Urban,0,Multichannel,1,0,0.0,1
1,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
3,3) $200 - $350,230.84,1,1,Urban,1,Web,0,0,0.0,1
1,4) $350 - $500,436.25,1,0,Rural,0,Web,0,0,0.0,0
1,"7) $1,000 +",1628.41,0,1,Urban,1,Web,1,1,76.16,1
5,"7) $1,000 +",1101.83,1,1,Urban,1,Multichannel,0,0,0.0,0
7,4) $350 - $500,459.42,1,0,Surburban,0,Web,1,0,0.0,1
5,1) $0 - $100,80.6,0,1,Surburban,1,Web,0,0,0.0,0
7,1) $0 - $100,73.87,0,1,Urban,1,Phone,0,0,0.0,0
6,3) $200 - $350,315.05,1,0,Surburban,1,Web,0,0,0.0,1
2,4) $350 - $500,435.33,0,1,Surburban,0,Web,0,0,0.0,1
10,1) $0 - $100,93.61,1,0,Urban,1,Phone,0,0,0.0,1
10,1) $0 - $100,44.66,1,0,Surburban,0,Phone,0,0,0.0,1
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,0
5,2) $100 - $200,149.81,1,0,Surburban,0,Web,0,0,0.0,0
4,1) $0 - $100,54.88,0,1,Surburban,1,Phone,0,0,0.0,0
1,3) $200 - $350,340.54,1,0,Rural,1,Multichannel,0,0,0.0,1
1,2) $100 - $200,148.36,0,1,Rural,0,Web,0,0,0.0,0
6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
2,3) $200 - $350,280.8,0,1,Urban,0,Phone,0,0,0.0,0
3,"6) $750 - $1,000",857.34,1,1,Surburban,1,Multichannel,0,0,0.0,0
9,2) $100 - $200,140.18,0,1,Surburban,1,Phone,0,0,0.0,0
4,2) $100 - $200,171.02,0,1,Urban,1,Phone,0,0,0.0,1
9,2) $100 - $200,107.62,0,1,Rural,1,Phone,0,0,0.0,0
1,4) $350 - $500,478.55,1,1,Surburban,0,Phone,0,0,0.0,0
4,2) $100 - $200,159.52,1,0,Urban,1,Web,1,0,0.0,0
1,2) $100 - $200,156.88,0,1,Surburban,1,Phone,0,0,0.0,0
12,1) $0 - $100,42.65,0,1,Urban,0,Phone,0,0,0.0,1
1,1) $0 - $100,47.42,1,0,Rural,1,Web,0,0,0.0,0
8,5) $500 - $750,570.79,0,1,Urban,1,Multichannel,1,0,0.0,0
10,1) $0 - $100,29.99,0,1,Urban,1,Web,0,0,0.0,0
1,5) $500 - $750,541.53,0,1,Surburban,1,Web,0,0,0.0,0
2,5) $500 - $750,585.13,0,1,Urban,1,Web,0,0,0.0,0
2,1) $0 - $100,54.49,1,0,Surburban,1,Phone,1,0,0.0,0
12,1) $0 - $100,40.14,1,0,Urban,1,Phone,0,0,0.0,0
1,"6) $750 - $1,000",933.86,1,0,Rural,1,Multichannel,1,0,0.0,0
5,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,1
5,2) $100 - $200,184.81,1,0,Surburban,0,Web,0,0,0.0,0
8,1) $0 - $100,81.17,1,0,Surburban,0,Web,1,0,0.0,1
5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
10,1) $0 - $100,51.92,1,0,Urban,1,Web,0,0,0.0,0
5,1) $0 - $100,34.35,0,1,Surburban,0,Web,0,0,0.0,1
12,1) $0 - $100,74.69,1,0,Surburban,1,Web,0,0,0.0,0
1,3) $200 - $350,299.6,0,1,Urban,0,Web,0,0,0.0,1
9,"7) $1,000 +",1041.9,1,1,Surburban,1,Multichannel,1,0,0.0,1
9,1) $0 - $100,98.93,1,0,Surburban,0,Phone,1,0,0.0,0
1,"7) $1,000 +",1055.41,1,1,Rural,1,Phone,0,0,0.0,0
1,"7) $1,000 +",1618.32,1,0,Surburban,1,Phone,1,0,0.0,1
6,3) $200 - $350,284.83,0,1,Urban,0,Web,0,0,0.0,0
4,1) $0 - $100,29.99,1,0,Surburban,1,Web,0,0,0.0,1
4,3) $200 - $350,300.85,1,0,Rural,0,Multichannel,0,0,0.0,1
9,5) $500 - $750,550.07,1,1,Surburban,1,Multichannel,1,0,0.0,0
8,1) $0 - $100,94.53,0,1,Rural,0,Web,0,0,0.0,0
2,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,1
1,4) $350 - $500,453.98,0,1,Surburban,0,Phone,0,0,0.0,0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
9,2) $100 - $200,163.91,0,1,Surburban,1,Web,0,0,0.0,0
1,"6) $750 - $1,000",832.86,1,0,Urban,1,Web,0,0,0.0,1
6,3) $200 - $350,263.84,0,1,Rural,1,Web,1,0,0.0,1
10,2) $100 - $200,140.9,1,0,Surburban,0,Phone,0,0,0.0,1
1,"6) $750 - $1,000",811.12,1,0,Rural,1,Multichannel,1,0,0.0,0
10,3) $200 - $350,238.67,0,1,Rural,0,Multichannel,1,0,0.0,1
9,4) $350 - $500,392.32,0,1,Urban,1,Phone,1,0,0.0,1
2,1) $0 - $100,88.25,1,0,Urban,1,Web,1,0,0.0,0
10,3) $200 - $350,227.57,1,1,Urban,1,Phone,0,0,0.0,1
2,3) $200 - $350,255.5,0,1,Surburban,1,Multichannel,0,0,0.0,0
7,1) $0 - $100,40.94,0,1,Urban,0,Web,0,0,0.0,0
10,1) $0 - $100,45.29,1,0,Surburban,0,Phone,1,0,0.0,1
12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
1,1) $0 - $100,44.17,0,1,Surburban,0,Phone,0,0,0.0,0
10,2) $100 - $200,196.02,1,0,Urban,0,Phone,0,0,0.0,0
11,2) $100 - $200,107.29,0,1,Urban,1,Web,1,0,0.0,1
2,"6) $750 - $1,000",862.86,1,1,Surburban,1,Multichannel,0,0,0.0,0
1,2) $100 - $200,101.44,0,1,Urban,0,Phone,0,0,0.0,0
1,1) $0 - $100,39.04,1,0,Urban,0,Web,0,0,0.0,1
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,1,0,0.0,0
10,1) $0 - $100,62.24,0,1,Surburban,0,Web,0,0,0.0,0
1,2) $100 - $200,164.73,0,1,Surburban,0,Web,0,0,0.0,0
2,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,0,0.0,0
5,1) $0 - $100,31.78,1,0,Surburban,0,Web,0,0,0.0,0
6,2) $100 - $200,147.77,0,1,Surburban,1,Web,0,0,0.0,1
7,4) $350 - $500,362.2,1,0,Urban,0,Multichannel,0,0,0.0,0
5,3) $200 - $350,337.42,1,1,Urban,0,Multichannel,0,0,0.0,0
1,5) $500 - $750,710.01,1,0,Rural,1,Web,0,0,0.0,0
10,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
9,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0,0.0,1
10,3) $200 - $350,265.91,1,0,Surburban,0,Web,0,0,0.0,0
9,2) $100 - $200,133.26,0,1,Surburban,0,Web,0,0,0.0,0
2,3) $200 - $350,256.25,0,1,Surburban,1,Phone,0,0,0.0,0
6,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
3,3) $200 - $350,219.88,0,1,Rural,1,Phone,0,0,0.0,1
1,1) $0 - $100,29.99,1,0,Rural,0,Phone,0,0,0.0,0
6,4) $350 - $500,425.86,0,1,Surburban,1,Multichannel,0,0,0.0,1
1,"6) $750 - $1,000",872.96,1,1,Rural,1,Web,0,0,0.0,1
7,4) $350 - $500,416.12,0,1,Urban,1,Web,0,0,0.0,0
4,4) $350 - $500,469.47,1,0,Surburban,0,Multichannel,0,0,0.0,0
2,2) $100 - $200,144.54,0,1,Urban,0,Web,0,0,0.0,0
11,3) $200 - $350,300.9,1,0,Surburban,0,Web,0,0,0.0,1
6,1) $0 - $100,93.66,0,1,Urban,0,Web,0,0,0.0,1
9,5) $500 - $750,622.17,1,0,Urban,1,Web,0,0,0.0,0
2,4) $350 - $500,389.51,1,0,Urban,1,Phone,0,0,0.0,0
12,1) $0 - $100,68.9,0,1,Urban,0,Web,0,0,0.0,1
3,"6) $750 - $1,000",888.21,1,0,Urban,1,Multichannel,0,0,0.0,1
1,"7) $1,000 +",1146.36,1,1,Surburban,1,Multichannel,1,0,0.0,1
7,3) $200 - $350,314.09,0,1,Urban,1,Web,0,0,0.0,1
10,4) $350 - $500,478.01,1,0,Surburban,0,Web,0,0,0.0,0
11,2) $100 - $200,164.54,1,0,Surburban,0,Phone,0,0,0.0,1
6,1) $0 - $100,97.88,1,0,Surburban,0,Web,0,0,0.0,1
3,2) $100 - $200,137.21,1,0,Urban,0,Web,0,0,0.0,1
11,3) $200 - $350,283.36,0,1,Urban,0,Phone,0,0,0.0,1
9,2) $100 - $200,164.45,1,0,Surburban,0,Phone,0,0,0.0,1
7,1) $0 - $100,74.62,0,1,Surburban,0,Web,0,0,0.0,0
